Geolocation,Commodity,Date,Production_Volume_by_MetricTons,Commodity_Type
region iii (central luzon),rainfed palay,2021-10-01,50067.91333333333,rice
region iii (central luzon),rainfed palay,2021-11-01,50067.91333333333,rice
region iii (central luzon),rainfed palay,2021-12-01,50067.91333333333,rice
region iii (central luzon),rainfed palay,2022-01-01,1399.0,rice
region iii (central luzon),rainfed palay,2022-02-01,1399.0,rice
region iii (central luzon),rainfed palay,2022-03-01,1399.0,rice
region iii (central luzon),rainfed palay,2022-04-01,415.3333333333333,rice
region iii (central luzon),rainfed palay,2022-05-01,415.3333333333333,rice
region iii (central luzon),rainfed palay,2022-06-01,415.3333333333333,rice
region iii (central luzon),rainfed palay,2022-07-01,7045.613333333334,rice
region iii (central luzon),rainfed palay,2022-08-01,7045.613333333334,rice
region iii (central luzon),rainfed palay,2022-09-01,7045.613333333334,rice
region iii (central luzon),rainfed palay,2022-10-01,31227.166666666668,rice
region iii (central luzon),rainfed palay,2022-11-01,31227.166666666668,rice
region iii (central luzon),rainfed palay,2022-12-01,31227.166666666668,rice
region iii (central luzon),rainfed palay,2023-01-01,1065.0,rice
region iii (central luzon),rainfed palay,2023-02-01,1065.0,rice
region iii (central luzon),rainfed palay,2023-03-01,1065.0,rice
region iii (central luzon),rainfed palay,2023-04-01,327.0,rice
region iii (central luzon),rainfed palay,2023-05-01,327.0,rice
region iii (central luzon),rainfed palay,2023-06-01,327.0,rice
region iii (central luzon),rainfed palay,2023-07-01,6102.05,rice
region iii (central luzon),rainfed palay,2023-08-01,6102.05,rice
region iii (central luzon),rainfed palay,2023-09-01,6102.05,rice
region iii (central luzon),rainfed palay,2023-10-01,29268.916666666668,rice
region iii (central luzon),rainfed palay,2023-11-01,29268.916666666668,rice
region iii (central luzon),rainfed palay,2023-12-01,29268.916666666668,rice
region iii (central luzon),rainfed palay,2024-01-01,263.41333333333336,rice
region iii (central luzon),rainfed palay,2024-02-01,263.41333333333336,rice
region iii (central luzon),rainfed palay,2024-03-01,263.41333333333336,rice
region iii (central luzon),rainfed palay,2024-04-01,229.60666666666668,rice
region iii (central luzon),rainfed palay,2024-05-01,229.60666666666668,rice
region iii (central luzon),rainfed palay,2024-06-01,229.60666666666668,rice
region iii (central luzon),rainfed palay,2024-07-01,4855.333333333333,rice
region iii (central luzon),rainfed palay,2024-08-01,4855.333333333333,rice
region iii (central luzon),rainfed palay,2024-09-01,4855.333333333333,rice
region iii (central luzon),rainfed palay,2024-10-01,29900.306666666667,rice
region iii (central luzon),rainfed palay,2024-11-01,29900.306666666667,rice
region iii (central luzon),rainfed palay,2024-12-01,29900.306666666667,rice
region iii (central luzon),white corn,2020-01-01,4447.42,corn
region iii (central luzon),white corn,2020-02-01,4447.42,corn
region iii (central luzon),white corn,2020-03-01,4447.42,corn
region iii (central luzon),white corn,2020-04-01,4386.433333333333,corn
region iii (central luzon),white corn,2020-05-01,4386.433333333333,corn
region iii (central luzon),white corn,2020-06-01,4386.433333333333,corn
region iii (central luzon),white corn,2020-07-01,2794.3333333333335,corn
region iii (central luzon),white corn,2020-08-01,2794.3333333333335,corn
region iii (central luzon),white corn,2020-09-01,2794.3333333333335,corn
region iii (central luzon),white corn,2020-10-01,1543.42,corn
region iii (central luzon),white corn,2020-11-01,1543.42,corn
region iii (central luzon),white corn,2020-12-01,1543.42,corn
region iii (central luzon),white corn,2021-01-01,5142.01,corn
region iii (central luzon),white corn,2021-02-01,5142.01,corn
region iii (central luzon),white corn,2021-03-01,5142.01,corn
region iii (central luzon),white corn,2021-04-01,3919.24,corn
region iii (central luzon),white corn,2021-05-01,3919.24,corn
region iii (central luzon),white corn,2021-06-01,3919.24,corn
region iii (central luzon),white corn,2021-07-01,1751.1533333333334,corn
region iii (central luzon),white corn,2021-08-01,1751.1533333333334,corn
region iii (central luzon),white corn,2021-09-01,1751.1533333333334,corn
region iii (central luzon),white corn,2021-10-01,1329.3933333333332,corn
region iii (central luzon),white corn,2021-11-01,1329.3933333333332,corn
region iii (central luzon),white corn,2021-12-01,1329.3933333333332,corn
region iii (central luzon),white corn,2022-01-01,6032.150000000001,corn
region iii (central luzon),white corn,2022-02-01,6032.150000000001,corn
region iii (central luzon),white corn,2022-03-01,6032.150000000001,corn
region iii (central luzon),white corn,2022-04-01,3711.0,corn
region iii (central luzon),white corn,2022-05-01,3711.0,corn
region iii (central luzon),white corn,2022-06-01,3711.0,corn
region iii (central luzon),white corn,2022-07-01,1659.9033333333334,corn
region iii (central luzon),white corn,2022-08-01,1659.9033333333334,corn
region iii (central luzon),white corn,2022-09-01,1659.9033333333334,corn
region iii (central luzon),white corn,2022-10-01,1210.2633333333333,corn
region iii (central luzon),white corn,2022-11-01,1210.2633333333333,corn
region iii (central luzon),white corn,2022-12-01,1210.2633333333333,corn
region iii (central luzon),white corn,2023-01-01,5303.94,corn
region iii (central luzon),white corn,2023-02-01,5303.94,corn
region iii (central luzon),white corn,2023-03-01,5303.94,corn
region iii (central luzon),white corn,2023-04-01,2473.5466666666666,corn
region iii (central luzon),white corn,2023-05-01,2473.5466666666666,corn
region iii (central luzon),white corn,2023-06-01,2473.5466666666666,corn
region iii (central luzon),white corn,2023-07-01,1076.8933333333332,corn
region iii (central luzon),white corn,2023-08-01,1076.8933333333332,corn
region iii (central luzon),white corn,2023-09-01,1076.8933333333332,corn
region iii (central luzon),white corn,2023-10-01,782.7333333333332,corn
region iii (central luzon),white corn,2023-11-01,782.7333333333332,corn
region iii (central luzon),white corn,2023-12-01,782.7333333333332,corn
region iii (central luzon),white corn,2024-01-01,3403.7999999999997,corn
region iii (central luzon),white corn,2024-02-01,3403.7999999999997,corn
region iii (central luzon),white corn,2024-03-01,3403.7999999999997,corn
region iii (central luzon),white corn,2024-04-01,1858.88,corn
region iii (central luzon),white corn,2024-05-01,1858.88,corn
region iii (central luzon),white corn,2024-06-01,1858.88,corn
region iii (central luzon),white corn,2024-07-01,1457.3333333333333,corn
region iii (central luzon),white corn,2024-08-01,1457.3333333333333,corn
region iii (central luzon),white corn,2024-09-01,1457.3333333333333,corn
region iii (central luzon),white corn,2024-10-01,1135.1933333333334,corn
region iii (central luzon),white corn,2024-11-01,1135.1933333333334,corn
region iii (central luzon),white corn,2024-12-01,1135.1933333333334,corn
region iii (central luzon),yellow corn,2020-01-01,42720.26,corn
region iii (central luzon),yellow corn,2020-02-01,42720.26,corn
region iii (central luzon),yellow corn,2020-03-01,42720.26,corn
region iii (central luzon),yellow corn,2020-04-01,31195.14,corn
region iii (central luzon),yellow corn,2020-05-01,31195.14,corn
region iii (central luzon),yellow corn,2020-06-01,31195.14,corn
region iii (central luzon),yellow corn,2020-07-01,3346.2666666666664,corn
region iii (central luzon),yellow corn,2020-08-01,3346.2666666666664,corn
region iii (central luzon),yellow corn,2020-09-01,3346.2666666666664,corn
region iii (central luzon),yellow corn,2020-10-01,991.6666666666666,corn
region iii (central luzon),yellow corn,2020-11-01,991.6666666666666,corn
region iii (central luzon),yellow corn,2020-12-01,991.6666666666666,corn
region iii (central luzon),yellow corn,2021-01-01,44816.80666666667,corn
region iii (central luzon),yellow corn,2021-02-01,44816.80666666667,corn
region iii (central luzon),yellow corn,2021-03-01,44816.80666666667,corn
region iii (central luzon),yellow corn,2021-04-01,37797.083333333336,corn
region iii (central luzon),yellow corn,2021-05-01,37797.083333333336,corn
region iii (central luzon),yellow corn,2021-06-01,37797.083333333336,corn
region iii (central luzon),yellow corn,2021-07-01,6976.166666666667,corn
region iii (central luzon),yellow corn,2021-08-01,6976.166666666667,corn
region iii (central luzon),yellow corn,2021-09-01,6976.166666666667,corn
region iii (central luzon),yellow corn,2021-10-01,1552.8233333333335,corn
region iii (central luzon),yellow corn,2021-11-01,1552.8233333333335,corn
region iii (central luzon),yellow corn,2021-12-01,1552.8233333333335,corn
region iii (central luzon),yellow corn,2022-01-01,42607.17333333333,corn
region iii (central luzon),yellow corn,2022-02-01,42607.17333333333,corn
region iii (central luzon),yellow corn,2022-03-01,42607.17333333333,corn
region iii (central luzon),yellow corn,2022-04-01,36513.97,corn
region iii (central luzon),yellow corn,2022-05-01,36513.97,corn
region iii (central luzon),yellow corn,2022-06-01,36513.97,corn
region iii (central luzon),yellow corn,2022-07-01,8659.78,corn
region iii (central luzon),yellow corn,2022-08-01,8659.78,corn
region iii (central luzon),yellow corn,2022-09-01,8659.78,corn
region iii (central luzon),yellow corn,2022-10-01,1612.7466666666667,corn
region iii (central luzon),yellow corn,2022-11-01,1612.7466666666667,corn
region iii (central luzon),yellow corn,2022-12-01,1612.7466666666667,corn
region iii (central luzon),yellow corn,2023-01-01,41139.64333333333,corn
region iii (central luzon),yellow corn,2023-02-01,41139.64333333333,corn
region iii (central luzon),yellow corn,2023-03-01,41139.64333333333,corn
region iii (central luzon),yellow corn,2023-04-01,38033.30333333334,corn
region iii (central luzon),yellow corn,2023-05-01,38033.30333333334,corn
region iii (central luzon),yellow corn,2023-06-01,38033.30333333334,corn
region iii (central luzon),yellow corn,2023-07-01,4399.533333333334,corn
region iii (central luzon),yellow corn,2023-08-01,4399.533333333334,corn
region iii (central luzon),yellow corn,2023-09-01,4399.533333333334,corn
region iii (central luzon),yellow corn,2023-10-01,1913.5666666666666,corn
region iii (central luzon),yellow corn,2023-11-01,1913.5666666666666,corn
region iii (central luzon),yellow corn,2023-12-01,1913.5666666666666,corn
region iii (central luzon),yellow corn,2024-01-01,36271.62,corn
region iii (central luzon),yellow corn,2024-02-01,36271.62,corn
region iii (central luzon),yellow corn,2024-03-01,36271.62,corn
region iii (central luzon),yellow corn,2024-04-01,34202.98666666667,corn
region iii (central luzon),yellow corn,2024-05-01,34202.98666666667,corn
region iii (central luzon),yellow corn,2024-06-01,34202.98666666667,corn
region iii (central luzon),yellow corn,2024-07-01,3527.0,corn
region iii (central luzon),yellow corn,2024-08-01,3527.0,corn
region iii (central luzon),yellow corn,2024-09-01,3527.0,corn
region iii (central luzon),yellow corn,2024-10-01,1578.9233333333334,corn
region iii (central luzon),yellow corn,2024-11-01,1578.9233333333334,corn
region iii (central luzon),yellow corn,2024-12-01,1578.9233333333334,corn
region iv-a (calabarzon),corn,2020-01-01,5651.966666666667,corn
region iv-a (calabarzon),corn,2020-02-01,5651.966666666667,corn
region iv-a (calabarzon),corn,2020-03-01,5651.966666666667,corn
region iv-a (calabarzon),corn,2020-04-01,3181.773333333333,corn
region iv-a (calabarzon),corn,2020-05-01,3181.773333333333,corn
region iv-a (calabarzon),corn,2020-06-01,3181.773333333333,corn
region iv-a (calabarzon),corn,2020-07-01,9339.51,corn
region iv-a (calabarzon),corn,2020-08-01,9339.51,corn
region iv-a (calabarzon),corn,2020-09-01,9339.51,corn
region iv-a (calabarzon),corn,2020-10-01,7080.45,corn
region iv-a (calabarzon),corn,2020-11-01,7080.45,corn
region iv-a (calabarzon),corn,2020-12-01,7080.45,corn
region iv-a (calabarzon),corn,2021-01-01,5482.43,corn
region iv-a (calabarzon),corn,2021-02-01,5482.43,corn
region iv-a (calabarzon),corn,2021-03-01,5482.43,corn
region iv-a (calabarzon),corn,2021-04-01,3506.4366666666665,corn
region iv-a (calabarzon),corn,2021-05-01,3506.4366666666665,corn
region iv-a (calabarzon),corn,2021-06-01,3506.4366666666665,corn
region iv-a (calabarzon),corn,2021-07-01,7614.426666666666,corn
region iv-a (calabarzon),corn,2021-08-01,7614.426666666666,corn
region iv-a (calabarzon),corn,2021-09-01,7614.426666666666,corn
region iv-a (calabarzon),corn,2021-10-01,5778.45,corn
region iv-a (calabarzon),corn,2021-11-01,5778.45,corn
region iv-a (calabarzon),corn,2021-12-01,5778.45,corn
region iv-a (calabarzon),corn,2022-01-01,6213.926666666666,corn
region iv-a (calabarzon),corn,2022-02-01,6213.926666666666,corn
region iv-a (calabarzon),corn,2022-03-01,6213.926666666666,corn
region iv-a (calabarzon),corn,2022-04-01,2351.7166666666667,corn
region iv-a (calabarzon),corn,2022-05-01,2351.7166666666667,corn
region iv-a (calabarzon),corn,2022-06-01,2351.7166666666667,corn
region iv-a (calabarzon),corn,2022-07-01,6499.080000000001,corn
region iv-a (calabarzon),corn,2022-08-01,6499.080000000001,corn
region iv-a (calabarzon),corn,2022-09-01,6499.080000000001,corn
region iv-a (calabarzon),corn,2022-10-01,5219.423333333333,corn
region iv-a (calabarzon),corn,2022-11-01,5219.423333333333,corn
region iv-a (calabarzon),corn,2022-12-01,5219.423333333333,corn
region iv-a (calabarzon),corn,2023-01-01,5161.493333333333,corn
region iv-a (calabarzon),corn,2023-02-01,5161.493333333333,corn
region iv-a (calabarzon),corn,2023-03-01,5161.493333333333,corn
region iv-a (calabarzon),corn,2023-04-01,2444.6133333333332,corn
region iv-a (calabarzon),corn,2023-05-01,2444.6133333333332,corn
region iv-a (calabarzon),corn,2023-06-01,2444.6133333333332,corn
region iv-a (calabarzon),corn,2023-07-01,4551.04,corn
region iv-a (calabarzon),corn,2023-08-01,4551.04,corn
region iv-a (calabarzon),corn,2023-09-01,4551.04,corn
region iv-a (calabarzon),corn,2023-10-01,6165.026666666668,corn
region iv-a (calabarzon),corn,2023-11-01,6165.026666666668,corn
region iv-a (calabarzon),corn,2023-12-01,6165.026666666668,corn
region iv-a (calabarzon),corn,2024-01-01,5078.94,corn
region iv-a (calabarzon),corn,2024-02-01,5078.94,corn
region iv-a (calabarzon),corn,2024-03-01,5078.94,corn
region iv-a (calabarzon),corn,2024-04-01,1819.2866666666666,corn
region iv-a (calabarzon),corn,2024-05-01,1819.2866666666666,corn
region iv-a (calabarzon),corn,2024-06-01,1819.2866666666666,corn
region iv-a (calabarzon),corn,2024-07-01,3841.706666666667,corn
region iv-a (calabarzon),corn,2024-08-01,3841.706666666667,corn
region iv-a (calabarzon),corn,2024-09-01,3841.706666666667,corn
region iv-a (calabarzon),corn,2024-10-01,3912.683333333333,corn
region iv-a (calabarzon),corn,2024-11-01,3912.683333333333,corn
region iv-a (calabarzon),corn,2024-12-01,3912.683333333333,corn
region iv-a (calabarzon),irrigated palay,2020-01-01,20481.273333333334,rice
region iv-a (calabarzon),irrigated palay,2020-02-01,20481.273333333334,rice
region iv-a (calabarzon),irrigated palay,2020-03-01,20481.273333333334,rice
